	counts
SLC37A2	33.0
TMEM218	93.0
PKNOX2	12.0
FEZ1	58.0
EI24	284.0
STT3A	175.0
CHEK1	34.0
ACRV1	1.0
PATE1	0.0
PATE2	0.0
PATE3	0.0
PATE4	0.0
HYLS1	27.0
PUS3	45.0
DDX25	0.0
VSIG10L2	0.0
CDON	80.0
RPUSD4	55.0
FAM118B	75.0
SRPRA	131.0
FOXRED1	80.0
TIRAP	13.0
DCPS	88.0
ST3GAL4	87.0
KIRREL3	4.0
ETS1	99.0
FLI1	69.0
KCNJ1	0.0
KCNJ5	9.0
TP53AIP1	0.0
ARHGAP32	34.0
BARX2	4.0
TMEM45B	22.0
NFRKB	112.0
PRDM10	23.0
APLP2	1511.0
ST14	495.0
ZBTB44	181.0
ADAMTS8	2.0
ADAMTS15	128.0
SNX19	127.0
NTM	103.0
OPCML	0.0
SPATA19	5.0
IGSF9B	21.0
JAM3	95.0
NCAPD3	94.0
VPS26B	134.0
THYN1	94.0
ACAD8	82.0
GLB1L3	1.0
GLB1L2	61.0
B3GAT1	4.0
IQSEC3	30.0
SLC6A12	62.0
SLC6A13	60.0
KDM5A	174.0
CCDC77	39.0
B4GALNT3	105.0
NINJ2	44.0
WNK1	461.0
RAD52	33.0
ERC1	96.0
WNT5B	7.0
FBXL14	3.0
ADIPOR2	194.0
CACNA2D4	49.0
LRTM2	0.0
DCP1B	58.0
CACNA1C	28.0
FKBP4	267.0
ITFG2	93.0
NRIP2	0.0
TEX52	0.0
FOXM1	57.0
RHNO1	145.0
TULP3	62.0
TEAD4	114.0
TSPAN9	314.0
PRMT8	1.0
CRACR2A	9.0
PARP11	71.0
CCND2	233.0
TIGAR	70.0
FGF23	16.0
FGF6	0.0
C12orf4	69.0
RAD51AP1	70.0
DYRK4	214.0
AKAP3	9.0
NDUFA9	436.0
GALNT8	1.0
KCNA6	0.0
KCNA1	1.0
KCNA5	0.0
NTF3	3.0
ANO2	1.0
VWF	194.0
CD9	4703.0
PLEKHG6	40.0
TNFRSF1A	575.0
SCNN1A	388.0
LTBR	322.0
CD27	5.0
TAPBPL	86.0
VAMP1	25.0
MRPL51	1417.0
NCAPD2	230.0
GAPDH	13839.0
IFFO1	81.0
NOP2	92.0
CHD4	975.0
LPAR5	12.0
ACRBP	13.0
ING4	362.0
ZNF384	201.0
PIANP	1.0
COPS7A	392.0
MLF2	577.0
PTMS	587.0
LAG3	14.0
CD4	57.0
GPR162	75.0
P3H3	224.0
GNB3	3.0
CDCA3	62.0
USP5	320.0
TPI1	3468.0
SPSB2	134.0
LRRC23	84.0
ENO2	224.0
ATN1	213.0
C12orf57	1409.0
PTPN6	111.0
PHB2	1211.0
EMG1	390.0
LPCAT3	68.0
C1S	2144.0
C1R	1734.0
C1RL	149.0
RBP5	30.0
CLSTN3	147.0
PEX5	139.0
ACSM4	1.0
CD163L1	25.0
CD163	595.0
APOBEC1	0.0
GDF3	0.0
DPPA3	0.0
CLEC4C	0.0
NANOGNB	0.0
NANOG	1.0
SLC2A14	0.0
SLC2A3	683.0
FOXJ2	114.0
C3AR1	130.0
NECAP1	104.0
CLEC4A	16.0
ZNF705A	1.0
FAM90A1	30.0
CLEC6A	0.0
CLEC4D	4.0
CLEC4E	21.0
AICDA	0.0
MFAP5	188.0
RIMKLB	219.0
A2ML1	0.0
PHC1	195.0
M6PR	627.0
KLRG1	11.0
A2M	788.0
PZP	0.0
KLRB1	25.0
CLEC2D	148.0
CD69	37.0
KLRF1	2.0
CLEC2B	409.0
KLRF2	0.0
CLEC2A	0.0
CLEC12A	9.0
CLEC1B	2.0
CLEC12B	1.0
CLEC9A	0.0
CLEC1A	4.0
CLEC7A	112.0
OLR1	252.0
TMEM52B	7.0
GABARAPL1	281.0
KLRD1	9.0
KLRK1	7.0
KLRC4	0.0
KLRC3	1.0
KLRC2	1.0
KLRC1	7.0
EIF2S3B	2.0
MAGOHB	243.0
STYK1	12.0
YBX3	659.0
TAS2R7	0.0
TAS2R8	0.0
TAS2R9	0.0
PRH1	12.0
TAS2R10	0.0
PRR4	0.0
ENSG00000275778	1.0
TAS2R13	0.0
PRH2	0.0
TAS2R14	13.0
TAS2R50	0.0
TAS2R20	33.0
TAS2R19	0.0
TAS2R31	0.0
TAS2R46	0.0
TAS2R43	0.0
TAS2R30	0.0
SMIM10L1	362.0
TAS2R42	0.0
PRB3	3.0
PRB4	0.0
PRB1	0.0
PRB2	0.0
ETV6	189.0
BCL2L14	9.0
LRP6	213.0
MANSC1	110.0
BORCS5	24.0
DUSP16	84.0
CREBL2	205.0
GPR19	4.0
CDKN1B	242.0
APOLD1	109.0
DDX47	20.0
GPRC5A	280.0
GPRC5D	0.0
HEBP1	242.0
FAM234B	24.0
GSG1	0.0
ENSG00000289766	0.0
EMP1	1245.0
GRIN2B	0.0
ATF7IP	182.0
PLBD1	85.0
GUCY2C	0.0
H4C16	7.0
H2AJ	1349.0
WBP11	395.0
C12orf60	10.0
SMCO3	0.0
ART4	0.0
MGP	650.0
ERP27	104.0
ARHGDIB	152.0
PDE6H	0.0
RERG	20.0
PTPRO	46.0
EPS8	82.0
STRAP	497.0
DERA	98.0
SLC15A5	0.0
MGST1	67.0
LMO3	1.0
RERGL	0.0
PIK3C2G	0.0
PLCZ1	0.0
CAPZA3	0.0
PLEKHA5	104.0
AEBP2	111.0
PDE3A	126.0
SLCO1C1	0.0
SLCO1B3	4.0
SLCO1B1	0.0
SLCO1A2	6.0
IAPP	0.0
PYROXD1	107.0
RECQL	279.0
GOLT1B	317.0
SPX	8.0
GYS2	0.0
LDHB	791.0
KCNJ8	34.0
ABCC9	39.0
CMAS	158.0
ST8SIA1	20.0
C2CD5	82.0
ETNK1	443.0
SOX5	6.0
BCAT1	3156.0
IRAG2	20.0
DNAI7	14.0
ETFRF1	250.0
KRAS	193.0
LMNTD1	0.0
RASSF8	128.0
BHLHE41	270.0
SSPN	149.0
ITPR2	103.0
INTS13	71.0
FGFR1OP2	123.0
TM7SF3	351.0
MED21	156.0
C12orf71	0.0
STK38L	270.0
BMAL2	21.0
SMCO2	27.0
PPFIBP1	494.0
REP15	8.0
MRPS35	334.0
MANSC4	0.0
KLHL42	137.0
PTHLH	17.0
CCDC91	127.0
FAR2	14.0
ERGIC2	364.0
OVCH1	0.0
TMTC1	192.0
IPO8	124.0
CAPRIN2	86.0
TSPAN11	11.0
DDX11	57.0
SINHCAF	176.0
DENND5B	69.0
AK4P3	0.0
ETFBKMT	29.0
AMN1	78.0
H3-5	7.0
RESF1	939.0
BICD1	262.0
FGD4	120.0
DNM1L	298.0
YARS2	107.0
PKP2	148.0
SYT10	0.0
ALG10	33.0
ALG10B	155.0
CPNE8	37.0
KIF21A	130.0
ABCD2	3.0
C12orf40	0.0
SLC2A13	43.0
LRRK2	54.0
MUC19	0.0
CNTN1	215.0
PDZRN4	1.0
GXYLT1	140.0
YAF2	103.0
PPHLN1	198.0
ZCRB1	575.0
PRICKLE1	89.0
ADAMTS20	0.0
PUS7L	93.0
IRAK4	90.0
TWF1	400.0
TMEM117	60.0
NELL2	7.0
DBX2	0.0
ANO6	266.0
ARID2	125.0
SCAF11	526.0
SLC38A1	594.0
SLC38A2	3018.0
SLC38A4	3.0
AMIGO2	84.0
PCED1B	6.0
RPAP3	221.0
ENDOU	1.0
RAPGEF3	223.0
SLC48A1	248.0
HDAC7	658.0
VDR	217.0
TMEM106C	324.0
COL2A1	0.0
SENP1	60.0
PFKM	446.0
ASB8	223.0
CCDC184	7.0
OR10AD1	0.0
H1-7	0.0
ZNF641	65.0
ANP32D	2.0
C12orf54	0.0
OR8S1	0.0
OR5BS1P	0.0
LALBA	0.0
KANSL2	182.0
CCNT1	138.0
TEX49	0.0
ADCY6	166.0
CACNB3	162.0
DDX23	429.0
RND1	11.0
CCDC65	4.0
FKBP11	254.0
ARF3	594.0
WNT10B	0.0
WNT1	0.0
DDN	2.0
PRKAG1	164.0
KMT2D	94.0
RHEBL1	16.0
DHH	2.0
LMBR1L	117.0
TUBA1B	2878.0
TUBA1A	1268.0
TUBA1C	951.0
PRPH	3.0
TROAP	105.0
C1QL4	3.0
DNAJC22	43.0
SPATS2	157.0
KCNH3	37.0
MCRS1	197.0
PRPF40B	127.0
FAM186B	0.0
FMNL3	44.0
TMBIM6	4687.0
NCKAP5L	37.0
BCDIN3D	53.0
FAIM2	5.0
AQP2	0.0
AQP5	181.0
AQP6	0.0
RACGAP1	234.0
ASIC1	6.0
SMARCD1	129.0
GPD1	7.0
COX14	1559.0
CERS5	193.0
LIMA1	176.0
FAM186A	0.0
LARP4	221.0
DIP2B	154.0
ATF1	228.0
TMPRSS12	0.0
METTL7A	272.0
HIGD1C	1.0
SLC11A2	331.0
LETMD1	194.0
CSRNP2	111.0
TFCP2	175.0
POU6F1	14.0
DAZAP2	1019.0
SMAGP	23.0
BIN2	33.0
CELA1	3.0
GALNT6	197.0
SLC4A8	21.0
SCN8A	31.0
TMDD1	4.0
FIGNL2	26.0
ANKRD33	6.0
ACVRL1	37.0
ACVR1B	117.0
TAMALIN	122.0
NR4A1	52.0
ATG101	349.0
SMIM41	0.0
KRT80	74.0
KRT7	452.0
KRT86	4.0
KRT81	3.0
KRT83	1.0
KRT85	0.0
KRT84	0.0
KRT82	0.0
KRT75	0.0
KRT6B	0.0
KRT6C	0.0
KRT6A	11.0
KRT5	2.0
KRT71	0.0
KRT74	0.0
KRT72	0.0
KRT73	0.0
KRT2	0.0
KRT1	0.0
KRT77	0.0
KRT76	0.0
KRT3	0.0
KRT4	1.0
KRT79	0.0
KRT78	1.0
KRT8	3165.0
KRT18	2942.0
EIF4B	1272.0
TNS2	296.0
SPRYD3	124.0
IGFBP6	202.0
SOAT2	0.0
CSAD	133.0
ZNF740	64.0
ITGB7	29.0
RARG	152.0
ENSG00000283536	0.0
MFSD5	167.0
ESPL1	47.0
PFDN5	6028.0
MYG1	217.0
AAAS	81.0
SP7	0.0
SP1	111.0
AMHR2	0.0
PRR13	683.0
PCBP2	1779.0
MAP3K12	171.0
TARBP2	293.0
NPFF	25.0
ATF7	55.0
ATP5MC2	2981.0
CALCOCO1	134.0
HOXC13	0.0
HOXC12	0.0
HOXC11	0.0
HOXC10	3.0
HOXC6	17.0
HOXC9	9.0
HOXC8	2.0
HOXC4	66.0
HOXC5	5.0
SMUG1	387.0
CBX5	207.0
HNRNPA1	1811.0
NFE2	42.0
COPZ1	840.0
GPR84	4.0
ZNF385A	55.0
ITGA5	361.0
GTSF1	0.0
NCKAP1L	66.0
PDE1B	10.0
PPP1R1A	4.0
LACRT	0.0
DCD	0.0
MUCL1	2.0
TESPA1	2.0
NEUROD4	0.0
OR9K2	0.0
OR10A7	0.0
OR6C74	0.0
OR6C6	0.0
OR6C1	0.0
OR6C3	0.0
OR6C75	0.0
OR6C65	0.0
OR6C76	0.0
OR6C2	0.0
OR6C70	0.0
OR6C68	0.0
OR6C4	0.0
OR2AP1	0.0
OR10P1	0.0
METTL7B	99.0
ITGA7	44.0
BLOC1S1	2152.0
RDH5	54.0
CD63	9732.0
GDF11	201.0
SARNP	577.0
ORMDL2	562.0
DNAJC14	222.0
MMP19	169.0
PYM1	201.0
DGKA	45.0
PMEL	11.0
CDK2	90.0
RAB5B	303.0
SUOX	82.0
IKZF4	37.0
RPS26	6935.0
ERBB3	195.0
PA2G4	485.0
RPL41	54413.0
ESYT1	389.0
ZC3H10	50.0
MYL6B	830.0
MYL6	14095.0
SMARCC2	83.0
RNF41	164.0
NABP2	165.0
SLC39A5	0.0
ANKRD52	88.0
COQ10A	26.0
CS	220.0
CNPY2	1562.0
PAN2	206.0
IL23A	2.0
STAT2	911.0
APOF	0.0
TIMELESS	132.0
MIP	0.0
SPRYD4	142.0
GLS2	26.0
RBMS2	133.0
BAZ2A	475.0
ATP5F1B	2280.0
PTGES3	1949.0
NACA	4080.0
PRIM1	43.0
HSD17B6	11.0
SDR9C7	3.0
RDH16	2.0
GPR182	0.0
ZBTB39	37.0
TAC3	0.0
MYO1A	4.0
NEMP1	119.0
NAB2	233.0
STAT6	352.0
LRP1	1826.0
NXPH4	60.0
SHMT2	587.0
NDUFA4L2	310.0
STAC3	10.0
R3HDM2	80.0
INHBC	0.0
INHBE	0.0
GLI1	1.0
ARHGAP9	50.0
MARS1	340.0
DDIT3	1429.0
ENSG00000285133	0.0
MBD6	209.0
DCTN2	634.0
KIF5A	2.0
PIP4K2C	136.0
DTX3	76.0
ARHGEF25	46.0
B4GALNT1	11.0
OS9	723.0
AGAP2	5.0
TSPAN31	295.0
CDK4	554.0
MARCHF9	139.0
CYP27B1	2.0
METTL1	195.0
EEF1AKMT3	39.0
TSFM	234.0
AVIL	64.0
CTDSP2	576.0
ATP23	50.0
LRIG3	334.0
SLC16A7	17.0
TAFA2	13.0
USP15	274.0
MON2	255.0
PPM1H	60.0
AVPR1A	44.0
DPY19L2	25.0
RXYLT1	121.0
SRGAP1	43.0
KICS2	69.0
C12orf56	33.0
XPOT	304.0
TBK1	147.0
RASSF3	185.0
GNS	500.0
TBC1D30	12.0
WIF1	0.0
LEMD3	197.0
MSRB3	249.0
HMGA2	142.0
LLPH	325.0
TMBIM4	555.0
IRAK3	83.0
HELB	2.0
GRIP1	28.0
CAND1	537.0
DYRK2	449.0
IFNG	1.0
IL26	0.0
IL22	0.0
MDM1	82.0
RAP1B	892.0
NUP107	230.0
SLC35E3	101.0
MDM2	329.0
CPM	66.0
CPSF6	439.0
LYZ	664.0
YEATS4	165.0
FRS2	139.0
CCT2	783.0
LRRC10	0.0
BEST3	0.0
RAB3IP	100.0
MYRFL	6.0
CNOT2	331.0
KCNMB4	23.0
PTPRB	26.0
PTPRR	7.0
TSPAN8	5.0
LGR5	597.0
ZFC3H1	160.0
THAP2	92.0
TMEM19	265.0
RAB21	462.0
TBC1D15	152.0
TPH2	0.0
TRHDE	0.0
ATXN7L3B	437.0
KCNC2	0.0
CAPS2	6.0
GLIPR1L1	0.0
GLIPR1L2	2.0
GLIPR1	136.0
KRR1	196.0
PHLDA1	205.0
NAP1L1	1706.0
BBS10	116.0
OSBPL8	292.0
ZDHHC17	104.0
CSRP2	156.0
E2F7	27.0
NAV3	17.0
SYT1	29.0
PAWR	395.0
PPP1R12A	261.0
OTOGL	0.0
PTPRQ	1.0
MYF6	0.0
MYF5	0.0
LIN7A	7.0
ACSS3	145.0
PPFIA2	4.0
CCDC59	220.0
METTL25	35.0
TMTC2	51.0
SLC6A15	0.0
TSPAN19	0.0
LRRIQ1	16.0
ALX1	0.0
RASSF9	77.0
NTS	6.0
MGAT4C	2.0
C12orf50	1.0
C12orf29	102.0
CEP290	122.0
TMTC3	173.0
KITLG	45.0
DUSP6	671.0
POC1B	75.0
GALNT4	71.0
ATP2B1	605.0
CCER1	0.0
EPYC	181.0
KERA	1.0
LUM	4437.0
DCN	4611.0
BTG1	692.0
PLEKHG7	1.0
EEA1	153.0
NUDT4	99.0
UBE2N	394.0
MRPL42	386.0
SOCS2	39.0
CRADD	88.0
PLXNC1	146.0
CEP83	42.0
TMCC3	61.0
NDUFA12	1031.0
NR2C1	138.0
FGD6	38.0
VEZT	263.0
METAP2	377.0
USP44	5.0
NTN4	76.0
SNRPF	765.0
CCDC38	0.0
AMDHD1	1.0
HAL	20.0
LTA4H	415.0
ELK3	249.0
CDK17	125.0
CFAP54	6.0
NEDD1	85.0
TMPO	186.0
SLC25A3	1610.0
IKBIP	194.0
APAF1	43.0
ANKS1B	4.0
GARIN6	0.0
BLTP3B	32.0
ACTR6	123.0
DEPDC4	6.0
SCYL2	202.0
SLC17A8	0.0
NR1H4	0.0
GAS2L3	19.0
ANO4	7.0
SLC5A8	0.0
UTP20	34.0
ARL1	293.0
SPIC	0.0
MYBPC1	0.0
CHPT1	55.0
SYCP3	3.0
GNPTAB	182.0
DRAM1	162.0
WASHC3	171.0
NUP37	101.0
PARPBP	29.0
PMCH	2.0
IGF1	261.0
PAH	0.0
ASCL1	2.0
C12orf42	2.0
STAB2	0.0
NT5DC3	37.0
HSP90B1	2980.0
UQCC6	109.0
TDG	149.0
GLT8D2	159.0
HCFC2	44.0
NFYB	199.0
TXNRD1	333.0
EID3	4.0
CHST11	84.0
SLC41A2	65.0
NOPCHAP1	138.0
ALDH1L2	53.0
WASHC4	203.0
APPL2	66.0
C12orf75	162.0
NUAK1	250.0
CKAP4	918.0
TCP11L2	8.0
POLR3B	38.0
RFX4	0.0
RIC8B	57.0
TMEM263	349.0
MTERF2	23.0
CRY1	57.0
ABTB3	18.0
PWP1	119.0
PRDM4	67.0
ASCL4	0.0
WSCD2	0.0
CMKLR1	52.0
FICD	17.0
SART3	107.0
ISCU	417.0
TMEM119	11.0
SELPLG	69.0
CORO1C	128.0
SSH1	112.0
DAO	0.0
SVOP	0.0
USP30	39.0
ALKBH2	76.0
UNG	120.0
ACACB	32.0
FOXN4	0.0
MYO1H	0.0
KCTD10	194.0
UBE3B	61.0
MMAB	153.0
MVK	34.0
FAM222A	4.0
TRPV4	12.0
GLTP	146.0
TCHP	25.0
GIT2	113.0
ANKRD13A	94.0
C12orf76	90.0
IFT81	50.0
ATP2A2	431.0
ANAPC7	122.0
ARPC3	1106.0
GPN3	109.0
FAM216A	20.0
VPS29	443.0
RAD9B	9.0
PPTC7	57.0
TCTN1	144.0
HVCN1	32.0
PPP1CC	571.0
CCDC63	0.0
MYL2	0.0
CUX2	0.0
PHETA1	45.0
SH2B3	91.0
ATXN2	127.0
BRAP	51.0
ACAD10	61.0
ALDH2	228.0
MAPKAPK5	130.0
ENSG00000292259	0.0
TMEM116	25.0
ERP29	400.0
NAA25	91.0
TRAFD1	110.0
HECTD4	120.0
RPL6	6883.0
PTPN11	269.0
RPH3A	0.0
OAS1	196.0
OAS3	70.0
OAS2	102.0
DTX1	9.0
RASAL1	45.0
CFAP73	4.0
DDX54	182.0
RITA1	87.0
IQCD	27.0
TPCN1	165.0
SLC8B1	94.0
PLBD2	186.0
SDS	108.0
SDSL	124.0
LHX5	0.0
RBM19	36.0
TBX5	0.0
TBX3	40.0
MED13L	174.0
MAP1LC3B2	3.0
SPRING1	108.0
RNFT2	11.0
HRK	4.0
FBXW8	34.0
TESC	3.0
FBXO21	338.0
NOS1	1.0
KSR2	4.0
RFC5	58.0
WSB2	251.0
VSIG10	33.0
PEBP1	719.0
TAOK3	78.0
SUDS3	81.0
SRRM4	0.0
HSPB8	32.0
CCDC60	0.0
TMEM233	3.0
PRKAB1	151.0
CIT	36.0
BICDL1	16.0
RAB35	102.0
GCN1	260.0
RPLP0	12764.0
PXN	283.0
SIRT4	10.0
PLA2G1B	1.0
MSI1	6.0
COX6A1	6013.0
TRIAP1	156.0
GATC	150.0
SRSF9	636.0
DYNLL1	1264.0
COQ5	131.0
RNF10	151.0
ENSG00000288623	0.0
POP5	253.0
CABP1	4.0
MLEC	338.0
UNC119B	114.0
ACADS	102.0
SPPL3	171.0
HNF1A	0.0
C12orf43	42.0
OASL	32.0
P2RX7	38.0
P2RX4	126.0
CAMKK2	85.0
ANAPC5	385.0
RNF34	97.0
KDM2B	84.0
ORAI1	54.0
MORN3	4.0
TMEM120B	43.0
RHOF	84.0
SETD1B	93.0
HPD	0.0
PSMD9	241.0
CFAP251	35.0
BCL7A	24.0
MLXIP	195.0
LRRC43	0.0
IL31	0.0
B3GNT4	8.0
ENSG00000284934	1.0
DIABLO	1.0
VPS33A	99.0
CLIP1	170.0
ZCCHC8	95.0
RSRC2	322.0
KNTC1	40.0
HCAR2	1.0
HCAR3	1.0
HCAR1	18.0
DENR	396.0
CCDC62	2.0
HIP1R	99.0
VPS37B	54.0
ABCB9	9.0
OGFOD2	80.0
ARL6IP4	798.0
PITPNM2	6.0
MPHOSPH9	76.0
MTRFR	62.0
CDK2AP1	562.0
SBNO1	96.0
KMT5A	76.0
RILPL2	53.0
SNRNP35	34.0
RILPL1	54.0
TMED2	813.0
DDX55	56.0
EIF2B1	137.0
GTF2H3	88.0
TCTN2	25.0
ATP6V0A2	90.0
DNAH10	1.0
CCDC92	68.0
ZNF664	509.0
RFLNA	201.0
NCOR2	382.0
SCARB1	107.0
UBC	3108.0
DHX37	66.0
BRI3BP	191.0
AACS	99.0
TMEM132B	9.0
TMEM132C	35.0
SLC15A4	125.0
GLT1D1	1.0
TMEM132D	0.0
FZD10	4.0
PIWIL1	1.0
RIMBP2	20.0
STX2	82.0
RAN	1493.0
ADGRD1	35.0
SFSWAP	144.0
MMP17	7.0
ULK1	193.0
PUS1	92.0
EP400	188.0
DDX51	42.0
NOC4L	48.0
GALNT9	3.0
FBRSL1	109.0
LRCOL1	2.0
P2RX2	0.0
POLE	102.0
PXMP2	49.0
PGAM5	69.0
ANKLE2	329.0
GOLGA3	340.0
CHFR	111.0
ZNF605	51.0
ZNF26	77.0
ZNF84	131.0
ZNF140	80.0
ZNF891	19.0
ZNF10	38.0
ZNF268	87.0
ANHX	0.0
TUBA3C	0.0
TPTE2	1.0
MPHOSPH8	243.0
PSPC1	167.0
ZMYM5	82.0
ZMYM2	634.0
GJA3	4.0
GJB2	569.0
GJB6	1.0
CRYL1	106.0
IFT88	114.0
IL17D	11.0
EEF1AKMT1	35.0
XPO4	85.0
LATS2	114.0
SAP18	1412.0
SKA3	27.0
MRPL57	1393.0
ZDHHC20	593.0
MICU2	280.0
FGF9	78.0
SGCG	0.0
SACS	75.0
TNFRSF19	140.0
MIPEP	74.0
C1QTNF9B	194.0
SPATA13	120.0
SPATA13	120.0
C1QTNF9	45.0
PARP4	464.0
ATP12A	1.0
RNF17	0.0
CENPJ	73.0
PABPC3	27.0
AMER2	0.0
MTMR6	204.0
NUP58	242.0
ATP8A2	31.0
SHISA2	87.0
RNF6	290.0
CDK8	80.0
WASF3	115.0
GPR12	2.0
USP12	208.0
RPL21	12783.0
RASL11A	6.0
GTF3A	508.0
MTIF3	228.0
LNX2	142.0
POLR1D	979.0
GSX1	0.0
PDX1	0.0
CDX2	0.0
URAD	0.0
FLT3	0.0
PAN3	224.0
FLT1	80.0
POMP	2197.0
SLC46A3	64.0
MTUS2	1.0
SLC7A1	117.0
UBL3	520.0
KATNAL1	42.0
UBE2L5	6.0
HMGB1	2670.0
USPL1	94.0
ALOX5AP	92.0
MEDAG	142.0
TEX26	0.0
HSPH1	603.0
B3GLCT	95.0
RXFP2	0.0
FRY	52.0
ZAR1L	1.0
BRCA2	39.0
N4BP2L1	130.0
N4BP2L2	431.0
PDS5B	149.0
KL	1.0
STARD13	38.0
RFC3	85.0
NBEA	37.0
MAB21L1	0.0
DCLK1	24.0
SOHLH2	6.0
CCDC169	2.0
SPART	226.0
CCNA1	107.0
SERTM1	21.0
RFXAP	65.0
SMAD9	7.0
ALG5	790.0
EXOSC8	282.0
SUPT20H	296.0
CSNK1A1L	0.0
POSTN	2648.0
TRPC4	6.0
UFM1	1068.0
FREM2	16.0
STOML3	0.0
PROSER1	174.0
NHLRC3	344.0
LHFPL6	165.0
COG6	259.0
FOXO1	208.0
MRPS31	261.0
SLC25A15	69.0
ELF1	314.0
WBP4	159.0
KBTBD6	121.0
KBTBD7	146.0
MTRF1	43.0
NAA16	104.0
RGCC	345.0
VWA8	57.0
DGKH	106.0
AKAP11	268.0
TNFSF11	5.0
FAM216B	0.0
EPSTI1	199.0
DNAJC15	240.0
ENOX1	50.0
CCDC122	64.0
LACC1	62.0
SMIM2	0.0
SERP2	15.0
TSC22D1	1759.0
NUFIP1	97.0
GPALPP1	218.0
GTF2F2	325.0
KCTD4	0.0
TPT1	35386.0
SLC25A30	72.0
COG3	283.0
ERICH6B	0.0
CBY2	0.0
SIAH3	18.0
ZC3H13	362.0
CPB2	3.0
LCP1	110.0
LRRC63	3.0
RUBCNL	28.0
LRCH1	67.0
ESD	739.0
HTR2A	4.0
SUCLA2	311.0
NUDT15	150.0
MED4	442.0
ITM2B	14051.0
RB1	187.0
LPAR6	76.0
RCBTB2	172.0
CYSLTR2	6.0
FNDC3A	712.0
MLNR	0.0
CDADC1	68.0
CAB39L	27.0
SETDB2	45.0
PHF11	110.0
RCBTB1	160.0
ARL11	13.0
EBPL	168.0
KPNA3	157.0
SPRYD7	184.0
TRIM13	144.0
KCNRG	2.0
DLEU7	3.0
RNASEH2B	194.0
C13orf42	0.0
FAM124A	34.0
SERPINE3	0.0
INTS6	149.0
WDFY2	49.0
DHRS12	75.0
TMEM272	2.0
CCDC70	0.0
ATP7B	109.0
ALG11	19.0
UTP14C	0.0
NEK5	14.0
NEK3	31.0
THSD1	9.0
VPS36	225.0
CKAP2	154.0
HNRNPA1L2	2.0
SUGT1	349.0
CNMD	0.0
PCDH8	0.0
OLFM4	0.0
PRR20A	0.0
PRR20C	0.0
PRR20B	0.0
PRR20D	0.0
PRR20E	0.0
PCDH17	27.0
DIAPH3	32.0
TDRD3	123.0
PCDH20	3.0
ENSG00000237378	0.0
ENSG00000285566	0.0
PCDH9	4.0
KLHL1	0.0
DACH1	92.0
MZT1	348.0
BORA	57.0
DIS3	163.0
PIBF1	89.0
KLF5	962.0
KLF12	96.0
TBC1D4	46.0
COMMD6	3105.0
UCHL3	206.0
LMO7	312.0
KCTD12	1485.0
ACOD1	0.0
CLN5	323.0
FBXL3	477.0
MYCBP2	324.0
ENSG00000288716	0.0
SCEL	388.0
SLAIN1	116.0
EDNRB	64.0
POU4F1	0.0
OBI1	73.0
RBM26	467.0
NDFIP2	357.0
SPRY2	466.0
SLITRK1	0.0
SLITRK6	1.0
SLITRK5	6.0
GPC5	0.0
GPC6	165.0
DCT	0.0
TGDS	161.0
GPR180	144.0
SOX21	0.0
ABCC4	116.0
CLDN10	34.0
DZIP1	126.0
DNAJC3	293.0
UGGT2	94.0
HS6ST3	0.0
OXGR1	33.0
MBNL2	361.0
RAP2A	157.0
IPO5	790.0
FARP1	213.0
RNF113B	0.0
STK24	281.0
SLC15A1	2.0
DOCK9	237.0
UBAC2	522.0
GPR18	0.0
GPR183	66.0
TM9SF2	1468.0
CLYBL	22.0
ZIC5	0.0
ZIC2	0.0
PCCA	74.0
GGACT	76.0
TMTC4	155.0
NALCN	20.0
ITGBL1	52.0
FGF14	4.0
TPP2	168.0
METTL21C	0.0
CCDC168	0.0
TEX30	116.0
POGLUT2	84.0
BIVM	109.0
ERCC5	123.0
METTL21EP	0.0
SLC10A2	0.0
DAOA	0.0
EFNB2	451.0
ARGLU1	1531.0
NALF1	38.0
LIG4	111.0
ABHD13	160.0
TNFSF13B	93.0
MYO16	3.0
IRS2	436.0
COL4A1	2482.0
COL4A2	1161.0
RAB20	137.0
NAXD	198.0
CARS2	247.0
ING1	141.0
ANKRD10	507.0
ARHGEF7	235.0
TEX29	20.0
SOX1	0.0
SPACA7	0.0
TUBGCP3	57.0
ATP11A	204.0
MCF2L	53.0
F7	2.0
F10	34.0
PROZ	0.0
PCID2	178.0
CUL4A	301.0
LAMP1	612.0
GRTP1	29.0
ADPRHL1	49.0
DCUN1D2	80.0
TMCO3	255.0
TFDP1	286.0
ATP4B	0.0
GRK1	0.0
TMEM255B	34.0
GAS6	1405.0
C13orf46	3.0
RASA3	69.0
CFAP97D2	0.0
CDC16	261.0
UPF3A	231.0
CHAMP1	78.0
OR11H12	0.0
POTEM	1.0
POTEG	0.0
OR11H2	0.0
OR4N2	0.0
OR4Q3	0.0
OR4M1	0.0
OR4K3	0.0
OR4K2	0.0
OR4K5	0.0
OR4K1	0.0
OR4K15	0.0
OR4Q2	0.0
OR4K14	0.0
OR4K13	0.0
OR4L1	0.0
OR4K17	0.0
OR4N5	0.0
OR11G2	2.0
OR11H6	0.0
OR11H7	0.0
OR11H4	0.0
TTC5	100.0
CCNB1IP1	164.0
PARP2	119.0
TEP1	139.0
KLHL33	0.0
OSGEP	209.0
APEX1	797.0
PIP4P1	390.0
PNP	215.0
